player_id,player_name,season_year,role,position_group_used,PA_BF,RAR_bat,RAR_pit,WAR,salary
brillji01,Jim Brillheart,1927,pitcher,SP,556,0.0,8.86,0.89,4399215
deanne01,Nelson Dean,1927,pitcher,SP,330,0.0,8.89,0.89,4399215
greensh01,Shawn Green,2000,hitter,UTIL,600,8.87,0.0,0.89,4399215
saenzol01,Olmedo Saenz,2000,hitter,UTIL,600,8.94,0.0,0.89,4399215
brickfr01,Fred Brickell,1927,hitter,UTIL,600,8.83,0.0,0.88,4366640
hudliwi01,Willis Hudlin,1927,pitcher,SP,750,0.0,8.77,0.88,4366640
agbaybe01,Benny Agbayani,2000,hitter,UTIL,600,8.78,0.0,0.88,4366640
burbada01,Dave Burba,2000,pitcher,SP,750,0.0,8.81,0.88,4366640
shautjo01,Joe Shaute,1927,pitcher,SP,750,0.0,8.67,0.87,4334064
stephri01,Riggs Stephenson,1927,hitter,UTIL,600,8.66,0.0,0.87,4334064
johnscl02,Claude Johnson,1927,hitter,UTIL,600,8.6,0.0,0.86,4301489
jonespe01,Percy Jones,1927,pitcher,SP,529,0.0,8.62,0.86,4301489
beltrad01,Adrian Beltre,2000,hitter,UTIL,600,8.62,0.0,0.86,4301489
pennohe01,Herb Pennock,1927,pitcher,SP,750,0.0,8.53,0.85,4268913
wellsda01,David Wells,2000,pitcher,SP,750,0.0,8.49,0.85,4268913
hodapjo01,Johnny Hodapp,1927,hitter,UTIL,600,8.39,0.0,0.84,4236338
leonabo01,Bobo Leonard,1927,hitter,UTIL,600,8.36,0.0,0.84,4236338
shawkbo01,Bob Shawkey,1927,pitcher,SP,190,0.0,8.38,0.84,4236338
andresh01,Shane Andrews,2000,hitter,UTIL,600,8.45,0.0,0.84,4236338
kaufmto01,Tony Kaufmann,1927,pitcher,SP,359,0.0,8.16,0.82,4171187
stevele01,Lee Stevens,2000,hitter,UTIL,600,8.18,0.0,0.82,4171187
tapanke01,Kevin Tapani,2000,pitcher,SP,750,0.0,8.21,0.82,4171187
ochoaal01,Alex Ochoa,2000,hitter,UTIL,600,8.12,0.0,0.81,4138611
escobke01,Kelvim Escobar,2000,pitcher,SP,750,0.0,8.1,0.81,4138611
millepe01,Percy Miller,1927,pitcher,SP,225,0.0,8.03,0.8,4106036
estalbo02,Bobby Estalella,2000,hitter,UTIL,600,7.98,0.0,0.8,4106036
brayja01,James Bray,1927,hitter,UTIL,600,7.85,0.0,0.79,4073461
thurssl01,Hollis Thurston,1927,pitcher,SP,750,0.0,7.85,0.79,4073461
wellsbo01,Bob Wells,2000,pitcher,SP,351,0.0,7.89,0.79,4073461
whitega01,Gabe White,2000,pitcher,SP,329,0.0,7.9,0.79,4073461
cuyleki01,Kiki Cuyler,1927,hitter,UTIL,600,7.7,0.0,0.77,4008310
lucasre01,Red Lucas,1927,pitcher,SP,750,0.0,7.67,0.77,4008310
jeterde01,Derek Jeter,2000,hitter,UTIL,600,7.75,0.0,0.77,4008310
telfoan01,Anthony Telford,2000,pitcher,SP,330,0.0,7.7,0.77,4008310
benitar01,Armando Benitez,2000,pitcher,SP,304,0.0,7.58,0.76,3975734
chenbr01,Bruce Chen,2000,pitcher,SP,559,0.0,7.62,0.76,3975734
karsast01,Steve Karsay,2000,pitcher,SP,329,0.0,7.61,0.76,3975734
drekeva01,Valentín Dreke,1927,hitter,UTIL,600,7.46,0.0,0.75,3943159
tavenja01,Jackie Tavener,1927,hitter,UTIL,600,7.54,0.0,0.75,3943159
tejadmi01,Miguel Tejada,2000,hitter,UTIL,600,7.51,0.0,0.75,3943159
forcebi01,Bill Force,1927,pitcher,SP,516,0.0,7.41,0.74,3910583
wrighgl01,Glenn Wright,1927,hitter,UTIL,600,7.37,0.0,0.74,3910583
anderga01,Garret Anderson,2000,hitter,UTIL,600,7.39,0.0,0.74,3910583
cobbty01,Ty Cobb,1927,hitter,UTIL,600,7.27,0.0,0.73,3878008
johnsji02,Jing Johnson,1927,pitcher,SP,205,0.0,7.33,0.73,3878008
miljujo01,Johnny Miljus,1927,pitcher,SP,297,0.0,7.25,0.73,3878008
stairma01,Matt Stairs,2000,hitter,UTIL,600,7.3,0.0,0.73,3878008
coopean99,Andy Cooper,1927,pitcher,SP,342,0.0,7.24,0.72,3845432
sullisc01,Scott Sullivan,2000,pitcher,SP,439,0.0,7.18,0.72,3845432
schubhe01,Heinie Schuble,1927,hitter,UTIL,600,7.09,0.0,0.71,3812857
trammbu01,Bubba Trammell,2000,hitter,UTIL,600,7.13,0.0,0.71,3812857
zimmeje02,Jeff Zimmerman,2000,pitcher,SP,323,0.0,7.06,0.71,3812857
muellhe01,Heinie Mueller,1927,hitter,UTIL,600,7.02,0.0,0.7,3780282
caseyse01,Sean Casey,2000,hitter,UTIL,600,7.05,0.0,0.7,3780282
millebu02,Buck Miller,1927,pitcher,SP,296,0.0,6.86,0.69,3747706
burrepa01,Pat Burrell,2000,hitter,UTIL,600,6.9,0.0,0.69,3747706
marreel01,Eli Marrero,2000,hitter,UTIL,600,6.91,0.0,0.69,3747706
rockejo01,John Rocker,2000,pitcher,SP,251,0.0,6.86,0.69,3747706
willihe01,Henry Williams,1927,hitter,UTIL,600,6.84,0.0,0.68,3715131
alomaro01,Roberto Alomar,2000,hitter,UTIL,600,6.82,0.0,0.68,3715131
huntebr01,Brian Hunter,2000,hitter,UTIL,600,6.82,0.0,0.68,3715131
milletr01,Travis Miller,2000,pitcher,SP,316,0.0,6.82,0.68,3715131
mogrige01,George Mogridge,1927,pitcher,SP,211,0.0,6.7,0.67,3682555
neverer01,Ernie Nevers,1927,pitcher,SP,397,0.0,6.67,0.67,3682555
mccarda01,Dave McCarty,2000,hitter,UTIL,600,6.74,0.0,0.67,3682555
martist02,Stack Martin,1927,hitter,UTIL,600,6.61,0.0,0.66,3649980
melusmi01,Mitch Meluskey,2000,hitter,UTIL,600,6.57,0.0,0.66,3649980
creekdo01,Doug Creek,2000,pitcher,SP,265,0.0,6.58,0.66,3649980
gilljo01,Johnny Gill,1927,hitter,UTIL,600,6.48,0.0,0.65,3617404
leeca01,Carlos Lee,2000,hitter,UTIL,600,6.48,0.0,0.65,3617404
johnsja02,Jason Johnson,2000,pitcher,SP,501,0.0,6.49,0.65,3617404
willimi03,Mike Williams,2000,pitcher,SP,307,0.0,6.51,0.65,3617404
decatar01,Art Decatur,1927,pitcher,SP,433,0.0,6.44,0.64,3584829
myattgl01,Glenn Myatt,1927,hitter,UTIL,600,6.35,0.0,0.64,3584829
sweetle01,Les Sweetland,1927,pitcher,SP,494,0.0,6.38,0.64,3584829
osunaan01,Antonio Osuna,2000,pitcher,SP,293,0.0,6.37,0.64,3584829
burkebo01,Bobby Burke,1927,pitcher,SP,414,0.0,6.26,0.63,3552253
carroow01,Ownie Carroll,1927,pitcher,SP,750,0.0,6.31,0.63,3552253
hollato01,Todd Hollandsworth,2000,hitter,UTIL,600,6.33,0.0,0.63,3552253
whitero02,Rondell White,2000,hitter,UTIL,600,6.32,0.0,0.63,3552253
woodke02,Kerry Wood,2000,pitcher,SP,603,0.0,6.34,0.63,3552253
kolpra01,Ray Kolp,1927,pitcher,SP,352,0.0,6.25,0.62,3519678
leskacu01,Curt Leskanic,2000,pitcher,SP,333,0.0,6.22,0.62,3519678
speieju01,Justin Speier,2000,pitcher,SP,290,0.0,6.23,0.62,3519678
craigch01,Charlie Craig,1927,pitcher,SP,256,0.0,6.06,0.61,3487102
hamptlu01,Lucius Hampton,1927,pitcher,SP,258,0.0,6.08,0.61,3487102
gonzaju03,Juan Gonzalez,2000,hitter,UTIL,600,6.08,0.0,0.61,3487102
helliri01,Rick Helling,2000,pitcher,SP,750,0.0,6.05,0.61,3487102
nelsoje01,Jeff Nelson,2000,pitcher,SP,296,0.0,6.05,0.61,3487102
stewale01,Lefty Stewart,1927,pitcher,SP,675,0.0,6.04,0.6,3454527
youngma04,Maurice Young,1927,pitcher,SP,283,0.0,5.97,0.6,3454527
cruzjo02,Jose Cruz,2000,hitter,UTIL,600,5.99,0.0,0.6,3454527
elsteke01,Kevin Elster,2000,hitter,UTIL,600,6.0,0.0,0.6,3454527
fordybr01,Brook Fordyce,2000,hitter,UTIL,600,5.95,0.0,0.6,3454527
menecfr01,Frank Menechino,2000,hitter,UTIL,600,5.96,0.0,0.6,3454527
olivejo01,Joe Oliver,2000,hitter,UTIL,600,6.04,0.0,0.6,3454527
prattto02,Todd Pratt,2000,hitter,UTIL,600,6.04,0.0,0.6,3454527
sheldsc01,Scott Sheldon,2000,hitter,UTIL,600,6.02,0.0,0.6,3454527
drakebi01,Bill Drake,1927,pitcher,SP,503,0.0,5.87,0.59,3421952
schulfr02,Fred Schulte,1927,hitter,UTIL,600,5.92,0.0,0.59,3421952
thomada04,Dave Thomas,1927,hitter,UTIL,600,5.89,0.0,0.59,3421952
konerpa01,Paul Konerko,2000,hitter,UTIL,600,5.94,0.0,0.59,3421952
davisst04,Steel Arm Davis,1927,hitter,UTIL,600,5.75,0.0,0.58,3389376
grantge02,George Grant,1927,pitcher,SP,336,0.0,5.84,0.58,3389376
wiltsha01,Hal Wiltse,1927,pitcher,SP,750,0.0,5.67,0.57,3356801
combsea01,Earle Combs,1927,hitter,UTIL,600,5.59,0.0,0.56,3324225
henrydu01,Dutch Henry,1927,pitcher,SP,711,0.0,5.55,0.56,3324225
rommeed01,Eddie Rommel,1927,pitcher,SP,642,0.0,5.65,0.56,3324225
rosswi01,William Ross,1927,pitcher,SP,270,0.0,5.57,0.56,3324225
spencsh01,Shane Spencer,2000,hitter,UTIL,600,5.55,0.0,0.56,3324225
bereja01,Jason Bere,2000,pitcher,SP,750,0.0,5.6,0.56,3324225
kochbi01,Billy Koch,2000,pitcher,SP,326,0.0,5.65,0.56,3324225
bellju02,Jute Bell,1927,pitcher,SP,452,0.0,5.5,0.55,3291650
russpy01,Pythias Russ,1927,hitter,UTIL,600,5.54,0.0,0.55,3291650
bonesri01,Ricky Bones,2000,pitcher,SP,352,0.0,5.47,0.55,3291650
lowede01,Derek Lowe,2000,pitcher,SP,379,0.0,5.51,0.55,3291650
sanchje01,Jesus Sanchez,2000,pitcher,SP,750,0.0,5.47,0.55,3291650
starkot01,Otis Starks,1927,pitcher,SP,199,0.0,5.38,0.54,3259074
fultzaa01,Aaron Fultz,2000,pitcher,SP,299,0.0,5.42,0.54,3259074
hoffmtr01,Trevor Hoffman,2000,pitcher,SP,291,0.0,5.37,0.54,3259074
ortizru01,Russ Ortiz,2000,pitcher,SP,750,0.0,5.39,0.54,3259074
paniajo01,Jose Paniagua,2000,pitcher,SP,344,0.0,5.43,0.54,3259074
trombmi01,Mike Trombley,2000,pitcher,SP,322,0.0,5.36,0.54,3259074
casonjo01,John Cason,1927,hitter,UTIL,600,5.35,0.0,0.53,3226499
mirabju01,Juanelo Mirabal,1927,pitcher,SP,213,0.0,5.31,0.53,3226499
burnije01,Jeromy Burnitz,2000,hitter,UTIL,600,5.29,0.0,0.53,3226499
woodast01,Steve Woodard,2000,pitcher,SP,659,0.0,5.27,0.53,3226499
bartedi01,Dick Bartell,1927,hitter,UTIL,600,5.19,0.0,0.52,3193923
lirafe01,Felipe Lira,2000,pitcher,SP,468,0.0,5.18,0.52,3193923
vanceco02,Columbus Vance,1927,pitcher,SP,127,0.0,5.1,0.51,3161348
garibda01,Daniel Garibay,2000,pitcher,SP,345,0.0,5.14,0.51,3161348
frankfr02,Fred Frankhouse,1927,pitcher,SP,212,0.0,5.01,0.5,3128773
seguida01,David Segui,2000,hitter,UTIL,600,5.01,0.0,0.5,3128773
rileed01,Ed Rile,1927,pitcher,SP,580,0.0,4.88,0.49,3096197
boonebr01,Bret Boone,2000,hitter,UTIL,600,4.86,0.0,0.49,3096197
belinst01,Stan Belinda,2000,pitcher,SP,220,0.0,4.91,0.49,3096197
worreti01,Tim Worrell,2000,pitcher,SP,307,0.0,4.87,0.49,3096197
yanes01,Esteban Yan,2000,pitcher,SP,618,0.0,4.92,0.49,3096197
zitoba01,Barry Zito,2000,pitcher,SP,376,0.0,4.91,0.49,3096197
cvengmi01,Mike Cvengros,1927,pitcher,SP,236,0.0,4.76,0.48,3063622
almanca01,Carlos Almanzar,2000,pitcher,SP,308,0.0,4.85,0.48,3063622
riverma01,Mariano Rivera,2000,pitcher,SP,311,0.0,4.78,0.48,3063622
rodrife01,Felix Rodriguez,2000,pitcher,SP,346,0.0,4.81,0.48,3063622
daniepe02,Pepper Daniels,1927,hitter,UTIL,600,4.66,0.0,0.47,3031046
jacobel01,Elmer Jacobs,1927,pitcher,SP,353,0.0,4.71,0.47,3031046
littlca01,Carlisle Littlejohn,1927,pitcher,SP,178,0.0,4.7,0.47,3031046
stanlmi02,Mike Stanley,2000,hitter,UTIL,600,4.65,0.0,0.47,3031046
gagneer01,Eric Gagne,2000,pitcher,SP,464,0.0,4.72,0.47,3031046
kileda01,Darryl Kile,2000,pitcher,SP,750,0.0,4.71,0.47,3031046
vanpoto01,Todd Van Poppel,2000,pitcher,SP,378,0.0,4.71,0.47,3031046
rhodear01,Arthur Rhodes,2000,pitcher,SP,281,0.0,4.59,0.46,2998471
anderbr01,Brady Anderson,2000,hitter,UTIL,600,4.48,0.0,0.45,2965895
francjo01,John Franco,2000,pitcher,SP,239,0.0,4.54,0.45,2965895
genewjo01,Joe Genewich,1927,pitcher,SP,750,0.0,4.36,0.44,2933320
booneaa01,Aaron Boone,2000,hitter,UTIL,600,4.39,0.0,0.44,2933320
youngke01,Kevin Young,2000,hitter,UTIL,600,4.42,0.0,0.44,2933320
guthrma01,Mark Guthrie,2000,pitcher,SP,315,0.0,4.44,0.44,2933320
mesajo01,Jose Mesa,2000,pitcher,SP,372,0.0,4.43,0.44,2933320
reedri01,Rick Reed,2000,pitcher,SP,750,0.0,4.37,0.44,2933320
stricsc01,Scott Strickland,2000,pitcher,SP,200,0.0,4.39,0.44,2933320
harrijo03,Joe Harris,1927,hitter,UTIL,600,4.34,0.0,0.43,2900744
kenyoha01,Harry Kenyon,1927,pitcher,SP,236,0.0,4.26,0.43,2900744
kressre01,Red Kress,1927,hitter,UTIL,600,4.32,0.0,0.43,2900744
wesleed01,Edgar Wesley,1927,hitter,UTIL,600,4.27,0.0,0.43,2900744
davisru01,Russ Davis,2000,hitter,UTIL,600,4.35,0.0,0.43,2900744
benesan01,Andy Benes,2000,pitcher,SP,719,0.0,4.33,0.43,2900744
hernaor01,Orlando Hernandez,2000,pitcher,SP,750,0.0,4.28,0.43,2900744
jonesto02,Todd Jones,2000,pitcher,SP,271,0.0,4.33,0.43,2900744
silvajo01,Jose Silva,2000,pitcher,SP,631,0.0,4.27,0.43,2900744
wilsopa02,Paul Wilson,2000,pitcher,SP,206,0.0,4.32,0.43,2900744
lundgde01,Del Lundgren,1927,pitcher,SP,640,0.0,4.19,0.42,2868169
reddidi01,Dick Redding,1927,pitcher,SP,184,0.0,4.17,0.42,2868169
mcmilbi01,Billy McMillon,2000,hitter,UTIL,600,4.16,0.0,0.42,2868169
padilvi01,Vicente Padilla,2000,pitcher,SP,291,0.0,4.16,0.42,2868169
sasakka01,Kazuhiro Sasaki,2000,pitcher,SP,265,0.0,4.21,0.42,2868169
alonsro01,Rogelio Alonso,1927,pitcher,SP,233,0.0,4.06,0.41,2835593
hendrha01,Harvey Hendrick,1927,hitter,UTIL,600,4.11,0.0,0.41,2835593
morrijo04,Johnny Morrison,1927,pitcher,SP,236,0.0,4.07,0.41,2835593
pittipi01,Clarke Pittenger,1927,hitter,UTIL,600,4.12,0.0,0.41,2835593
houstty01,Tyler Houston,2000,hitter,UTIL,600,4.14,0.0,0.41,2835593
karroer01,Eric Karros,2000,hitter,UTIL,600,4.11,0.0,0.41,2835593
chrisja01,Jason Christiansen,2000,pitcher,SP,210,0.0,4.08,0.41,2835593
rogerke01,Kenny Rogers,2000,pitcher,SP,750,0.0,4.13,0.41,2835593
gatewbi01,Bill Gatewood,1927,pitcher,SP,230,0.0,4.0,0.4,2803018
hankido01,Don Hankins,1927,pitcher,SP,198,0.0,4.05,0.4,2803018
keenvi01,Vic Keen,1927,pitcher,SP,152,0.0,4.03,0.4,2803018
macfada01,Danny MacFayden,1927,pitcher,SP,692,0.0,3.97,0.4,2803018
mothedi01,Dink Mothell,1927,hitter,UTIL,600,4.05,0.0,0.4,2803018
petribe01,Ben Petrick,2000,hitter,UTIL,600,3.98,0.0,0.4,2803018
bellro01,Rob Bell,2000,pitcher,SP,618,0.0,4.03,0.4,2803018
brockch01,Chris Brock,2000,pitcher,SP,403,0.0,4.0,0.4,2803018
potelo01,Lou Pote,2000,pitcher,SP,214,0.0,3.98,0.4,2803018
fabreis01,Isidro Fabré,1927,pitcher,SP,277,0.0,3.9,0.39,2770443
purdypi01,Pid Purdy,1927,hitter,UTIL,600,3.91,0.0,0.39,2770443
spearwi01,Willie Spearman,1927,pitcher,SP,147,0.0,3.95,0.39,2770443
cansejo01,Jose Canseco,2000,hitter,UTIL,600,3.9,0.0,0.39,2770443
quinnma01,Mark Quinn,2000,hitter,UTIL,600,3.89,0.0,0.39,2770443
hollocr01,Crush Holloway,1927,hitter,UTIL,600,3.84,0.0,0.38,2737867
walkead01,Admiral Walker,1927,pitcher,SP,130,0.0,3.84,0.38,2737867
millewa04,Wade Miller,2000,pitcher,SP,453,0.0,3.76,0.38,2737867
branige01,George Branigan,1927,pitcher,SP,186,0.0,3.72,0.37,2705292
colliri01,Rip Collins,1927,pitcher,SP,750,0.0,3.69,0.37,2705292
ringji01,Jimmy Ring,1927,pitcher,SP,156,0.0,3.66,0.37,2705292
colbrgr01,Greg Colbrunn,2000,hitter,UTIL,600,3.68,0.0,0.37,2705292
riosar01,Armando Rios,2000,hitter,UTIL,600,3.67,0.0,0.37,2705292
coneda01,David Cone,2000,pitcher,SP,733,0.0,3.67,0.37,2705292
garceri01,Rich Garces,2000,pitcher,SP,309,0.0,3.73,0.37,2705292
mechegi01,Gil Meche,2000,pitcher,SP,363,0.0,3.69,0.37,2705292
myersmi01,Mike Myers,2000,pitcher,SP,177,0.0,3.7,0.37,2705292
weaveje01,Jeff Weaver,2000,pitcher,SP,750,0.0,3.66,0.37,2705292
darenvi01,Vic Darensbourg,2000,pitcher,SP,274,0.0,3.6,0.36,2672716
maysca01,Carl Mays,1927,pitcher,SP,343,0.0,3.52,0.35,2640141
waybo01,Bob Way,1927,hitter,UTIL,600,3.45,0.0,0.35,2640141
appieke01,Kevin Appier,2000,pitcher,SP,750,0.0,3.51,0.35,2640141
mecirji01,Jim Mecir,2000,pitcher,SP,352,0.0,3.53,0.35,2640141
ponsosi01,Sidney Ponson,2000,pitcher,SP,750,0.0,3.55,0.35,2640141
wasdijo01,John Wasdin,2000,pitcher,SP,352,0.0,3.48,0.35,2640141
booneik01,Ike Boone,1927,hitter,UTIL,600,3.36,0.0,0.34,2607565
cantrgu01,Guy Cantrell,1927,pitcher,SP,129,0.0,3.38,0.34,2607565
mcdonja02,Jason McDonald,2000,hitter,UTIL,600,3.44,0.0,0.34,2607565
almanar01,Armando Almanza,2000,pitcher,SP,216,0.0,3.36,0.34,2607565
cordofr01,Francisco Cordova,2000,pitcher,SP,421,0.0,3.41,0.34,2607565
spradje01,Jerry Spradlin,2000,pitcher,SP,390,0.0,3.37,0.34,2607565
jordabu01,Buck Jordan,1927,hitter,UTIL,600,3.26,0.0,0.33,2574990
thomamy01,Myles Thomas,1927,pitcher,SP,399,0.0,3.33,0.33,2574990
giambje01,Jeremy Giambi,2000,hitter,UTIL,600,3.33,0.0,0.33,2574990
wendetu01,Turk Wendell,2000,pitcher,SP,346,0.0,3.29,0.33,2574990
lindsfr01,Freddie Lindstrom,1927,hitter,UTIL,600,3.24,0.0,0.32,2542414
mooresq01,Square Moore,1927,pitcher,SP,264,0.0,3.18,0.32,2542414
bordimi01,Mike Bordick,2000,hitter,UTIL,600,3.19,0.0,0.32,2542414
bensokr01,Kris Benson,2000,pitcher,SP,750,0.0,3.19,0.32,2542414
hudsoti01,Tim Hudson,2000,pitcher,SP,750,0.0,3.15,0.32,2542414
sprinru01,Russ Springer,2000,pitcher,SP,282,0.0,3.2,0.32,2542414
wickmbo01,Bob Wickman,2000,pitcher,SP,309,0.0,3.25,0.32,2542414
wunscke01,Kelly Wunsch,2000,pitcher,SP,259,0.0,3.17,0.32,2542414
billijo02,Josh Billings,1927,pitcher,SP,302,0.0,3.12,0.31,2509839
wolfra01,Ray Wolf,1927,hitter,UTIL,600,3.12,0.0,0.31,2509839
belleal01,Albert Belle,2000,hitter,UTIL,600,3.1,0.0,0.31,2509839
ripkeca01,Cal Ripken,2000,hitter,UTIL,600,3.11,0.0,0.31,2509839
delosva01,Valerio De Los Santos,2000,pitcher,SP,320,0.0,3.11,0.31,2509839
holtzmi01,Mike Holtz,2000,pitcher,SP,176,0.0,3.06,0.31,2509839
shueypa01,Paul Shuey,2000,pitcher,SP,270,0.0,3.11,0.31,2509839
veresda01,Dave Veres,2000,pitcher,SP,310,0.0,3.13,0.31,2509839
dihigma99,Martín Dihigo,1927,pitcher,SP,80,0.0,3.03,0.3,2477264
brewija01,Jamie Brewington,2000,pitcher,SP,205,0.0,3.01,0.3,2477264
cabrejo01,Jose Cabrera,2000,pitcher,SP,266,0.0,2.95,0.3,2477264
cubilda01,Darwin Cubillan,2000,pitcher,SP,172,0.0,2.98,0.3,2477264
downssc01,Scott Downs,2000,pitcher,SP,442,0.0,2.98,0.3,2477264
reyesde01,Dennys Reyes,2000,pitcher,SP,200,0.0,3.02,0.3,2477264
whiteri01,Rick White,2000,pitcher,SP,420,0.0,3.03,0.3,2477264
wingaer01,Ernie Wingard,1927,pitcher,SP,738,0.0,2.87,0.29,2444688
jarvike01,Kevin Jarvis,2000,pitcher,SP,505,0.0,2.87,0.29,2444688
johnsmi02,Mike Johnson,2000,pitcher,SP,466,0.0,2.92,0.29,2444688
mantema01,Matt Mantei,2000,pitcher,SP,200,0.0,2.9,0.29,2444688
servisc01,Scott Service,2000,pitcher,SP,172,0.0,2.9,0.29,2444688
langfsa01,Sam Langford,1927,hitter,UTIL,600,2.76,0.0,0.28,2412113
aurilri01,Rich Aurilia,2000,hitter,UTIL,600,2.83,0.0,0.28,2412113
dreifda01,Darren Dreifort,2000,pitcher,SP,750,0.0,2.76,0.28,2412113
fettemi01,Mike Fetters,2000,pitcher,SP,201,0.0,2.78,0.28,2412113
weathda01,David Weathers,2000,pitcher,SP,320,0.0,2.83,0.28,2412113
holtch01,Chris Holt,2000,pitcher,SP,750,0.0,2.74,0.27,2379537
venafmi01,Mike Venafro,2000,pitcher,SP,248,0.0,2.66,0.27,2379537
jonesja04,Jacque Jones,2000,hitter,UTIL,600,2.57,0.0,0.26,2346962
clemema01,Matt Clement,2000,pitcher,SP,750,0.0,2.63,0.26,2346962
groombu01,Buddy Groom,2000,pitcher,SP,260,0.0,2.65,0.26,2346962
pavanca01,Carl Pavano,2000,pitcher,SP,408,0.0,2.57,0.26,2346962
perezca01,Carlos Perez,2000,pitcher,SP,641,0.0,2.62,0.26,2346962
valdeis01,Ismael Valdez,2000,pitcher,SP,469,0.0,2.62,0.26,2346962
lockhhu01,Hubert Lockhart,1927,pitcher,SP,431,0.0,2.47,0.25,2314386
romerjc01,J. C. Romero,2000,pitcher,SP,268,0.0,2.48,0.25,2314386
mackebi99,Biz Mackey,1927,hitter,UTIL,600,2.42,0.0,0.24,2281811
sewelto01,Tommy Sewell,1927,hitter,UTIL,600,2.36,0.0,0.24,2281811
thomacl03,Clint Thomas,1927,hitter,UTIL,600,2.42,0.0,0.24,2281811
beckeri01,Rich Becker,2000,hitter,UTIL,600,2.42,0.0,0.24,2281811
piattad01,Adam Piatt,2000,hitter,UTIL,600,2.35,0.0,0.24,2281811
aguilri01,Rick Aguilera,2000,pitcher,SP,210,0.0,2.4,0.24,2281811
arrojro01,Rolando Arrojo,2000,pitcher,SP,750,0.0,2.37,0.24,2281811
castifr01,Frank Castillo,2000,pitcher,SP,576,0.0,2.42,0.24,2281811
paintla01,Lance Painter,2000,pitcher,SP,285,0.0,2.41,0.24,2281811
percitr01,Troy Percival,2000,pitcher,SP,221,0.0,2.37,0.24,2281811
santaju01,Julio Santana,2000,pitcher,SP,293,0.0,2.42,0.24,2281811
devoral01,Al DeVormer,1927,hitter,UTIL,600,2.26,0.0,0.23,2249235
gurleea01,Earl Gurley,1927,pitcher,SP,85,0.0,2.28,0.23,2249235
levsedu01,Emil Levsen,1927,pitcher,SP,365,0.0,2.31,0.23,2249235
damonjo01,Johnny Damon,2000,hitter,UTIL,600,2.27,0.0,0.23,2249235
youngdm01,Dmitri Young,2000,hitter,UTIL,600,2.33,0.0,0.23,2249235
cunnawi01,Will Cunnane,2000,pitcher,SP,169,0.0,2.28,0.23,2249235
ligteke01,Kerry Ligtenberg,2000,pitcher,SP,217,0.0,2.32,0.23,2249235
wettejo01,John Wetteland,2000,pitcher,SP,269,0.0,2.31,0.23,2249235
brownju01,Jumbo Brown,1927,pitcher,SP,98,0.0,2.15,0.22,2216660
hogansh01,Shanty Hogan,1927,hitter,UTIL,600,2.2,0.0,0.22,2216660
murrami02,Mitchell Murray,1927,hitter,UTIL,600,2.17,0.0,0.22,2216660
clemero02,Roger Clemens,2000,pitcher,SP,750,0.0,2.16,0.22,2216660
embreal01,Alan Embree,2000,pitcher,SP,263,0.0,2.18,0.22,2216660
gardnma01,Mark Gardner,2000,pitcher,SP,634,0.0,2.24,0.22,2216660
villoro01,Ron Villone,2000,pitcher,SP,643,0.0,2.17,0.22,2216660
bellco99,Cool Papa Bell,1927,hitter,UTIL,600,2.11,0.0,0.21,2184084
karrbe01,Benn Karr,1927,pitcher,SP,341,0.0,2.14,0.21,2184084
mcquihu01,Hugh McQuillan,1927,pitcher,SP,636,0.0,2.05,0.21,2184084
snowjt01,J. T. Snow,2000,hitter,UTIL,600,2.09,0.0,0.21,2184084
cookde01,Dennis Cook,2000,pitcher,SP,269,0.0,2.12,0.21,2184084
guarded01,Eddie Guardado,2000,pitcher,SP,262,0.0,2.07,0.21,2184084
hernali01,Livan Hernandez,2000,pitcher,SP,750,0.0,2.1,0.21,2184084
johnsjo07,John Johnstone,2000,pitcher,SP,222,0.0,2.12,0.21,2184084
klinest02,Steve Kline,2000,pitcher,SP,349,0.0,2.08,0.21,2184084
charlpo01,Porter Charleston,1927,pitcher,SP,113,0.0,2.04,0.2,2151509
gillehe01,Henry Gillespie,1927,pitcher,SP,187,0.0,1.96,0.2,2151509
rogerna01,Nat Rogers,1927,hitter,UTIL,600,2.04,0.0,0.2,2151509
smithcl03,Cleo Smith,1927,hitter,UTIL,600,2.03,0.0,0.2,2151509
ydeem01,Emil Yde,1927,pitcher,SP,146,0.0,2.01,0.2,2151509
riverru01,Ruben Rivera,2000,hitter,UTIL,600,2.01,0.0,0.2,2151509
sandere02,Reggie Sanders,2000,hitter,UTIL,600,2.03,0.0,0.2,2151509
smithma03,Mark Smith,2000,hitter,UTIL,600,2.01,0.0,0.2,2151509
garlajo01,Jon Garland,2000,pitcher,SP,324,0.0,2.0,0.2,2151509
nitkocj01,C. J. Nitkowski,2000,pitcher,SP,497,0.0,1.99,0.2,2151509
rainst01,Steve Rain,2000,pitcher,SP,214,0.0,2.05,0.2,2151509
giardjo01,Joe Giard,1927,pitcher,SP,134,0.0,1.91,0.19,2118934
hensleg01,Eggie Hensley,1927,pitcher,SP,130,0.0,1.93,0.19,2118934
hayesch01,Charlie Hayes,2000,hitter,UTIL,600,1.94,0.0,0.19,2118934
martial03,Al Martin,2000,hitter,UTIL,600,1.86,0.0,0.19,2118934
eldreca01,Cal Eldred,2000,pitcher,SP,492,0.0,1.92,0.19,2118934
reichda01,Dan Reichert,2000,pitcher,SP,690,0.0,1.88,0.19,2118934
